track_id,genre_id
136324,1
114651,7
131195,2
105700,6
67474,6
42746,2
141872,7
34438,4
80428,4
12990,6
3570,6
69201,2
91984,2
140329,2
32519,2
122951,2
34521,2
87377,6
59271,7
136716,7
14867,2
67472,5
55765,2
13833,4
98950,2
26870,2
14681,7
105666,4
14773,7
102164,3
137149,2
104427,7
75764,2
41458,6
80843,2
71402,2
62049,2
22039,2
98926,4
13706,2
48555,2
51946,6
18636,8
35569,4
72690,2
12588,2
71506,2
14080,8
25375,2
24844,2
115916,7
146942,7
40792,2
74365,2
91562,2
130882,5
67228,5
29041,4
80842,2
114386,2
65425,2
56931,5
41079,2
140387,2
140323,2
114657,7
30374,7
21689,6
93364,1
151289,4
59732,6
144242,2
106881,2
25378,3
33119,3
148350,6
75675,2
114298,4
154355,2
108527,2
82756,6
51851,4
21889,6
125151,2
114295,2
7545,6
71197,7
5342,2
82336,2
23879,2
107800,4
71516,2
31912,2
46509,6
57413,4
115375,5
63064,2
69840,6
132134,2
21956,2
27155,2
123505,2
72215,7
28178,2
154894,4
21165,2
107483,7
129128,1
40786,2
71199,4
32848,2
99303,2
115365,2
49475,8
59255,2
28530,6
111410,2
122554,2
33128,7
127936,7
56524,7
51683,2
66868,2
71947,2
100534,8
100552,6
139630,2
71393,2
114656,2
66066,8
73336,2
99485,1
53452,4
145039,2
105411,2
36375,2
74129,6
108415,2
148987,6
131194,5
37921,2
94726,7
41934,2
80567,2
84568,2
22127,4
118726,2
114064,4
85343,2
155141,4
99647,4
66437,7
114242,2
19266,2
43157,5
136428,6
151269,4
4701,2
137920,4
45152,4
66938,4
137391,2
40725,2
21169,2
99490,6
100535,2
40370,2
54127,6
154359,2
111822,1
21168,2
132447,2
118727,2
77941,2
3572,8
40787,4
39291,2
102211,4
51151,1
105674,4
51167,2
127265,3
140794,2
72047,3
120178,3
105888,3
4068,3
139520,3
91170,7
92292,3
113357,3
7709,3
66183,7
123899,3
48826,7
113359,3
36328,3
127065,3
67599,7
12485,6
118672,3
57648,3
105887,3
91237,3
51332,3
111186,3
91444,3
142516,3
145554,2
85692,3
96696,3
602,3
115919,5
61012,3
73174,1
6464,3
126786,3
10683,3
57645,3
140874,3
125196,4
125194,7
131897,3
40244,3
38362,6
88867,7
92535,3
146970,3
140871,3
10441,7
10445,6
155298,3
130951,3
110438,3
135008,3
135044,7
6465,3
130957,5
144545,3
129691,7
50322,1
546,6
91793,3
115932,3
130958,3
1705,6
84159,3
67013,3
129696,3
130950,3
64876,3
49848,3
123895,3
57646,3
10484,6
97213,3
105712,3
129427,3
67600,3
139524,3
127193,7
126487,3
5157,3
19975,3
109904,3
67016,3
51655,3
107584,3
115925,7
120175,3
68853,5
64877,3
91794,3
96692,3
72610,3
148218,3
58135,5
12053,3
47868,3
134073,3
72607,3
12509,6
106934,3
890,6
88870,8
96727,3
210,3
61006,1
92538,3
10992,5
79988,3
1703,1
51918,7
85968,3
96697,3
118891,3
5377,3
145556,1
81083,7
50621,3
148229,3
108308,3
111182,3
127916,3
67597,3
107852,3
91934,3
108300,3
12068,6
134077,3
130960,6
116454,3
115920,5
5381,3
137907,3
147295,7
3273,3
130962,3
106455,5
1704,5
122356,3
73566,1
104353,3
536,6
6782,3
115927,3
123894,3
127726,3
52951,3
153946,3
72612,3
67015,5
105918,3
126463,3
91791,3
109448,3
18041,3
83438,3
106339,3
105192,1
120174,3
7712,3
34547,3
68858,3
27804,4
51661,3
126491,3
129694,3
88861,3
130952,3
115933,3
81082,8
22307,2
135009,3
144470,3
8257,3
12050,7
129689,3
68838,3
144548,3
115931,3
12058,3
190,3
137989,3
36332,7
96726,3
73169,3
91790,3
10680,6
115944,3
144465,7
12348,8
12482,3
91099,3
126745,7
127066,3
38364,6
12510,3
29478,5
104352,3
34550,1
97587,3
107567,3
112246,3
122365,3
122363,3
57166,4
108016,3
3921,3
10443,3
6855,3
107569,6
112247,3
126790,3
49847,3
91171,3
88879,8
125184,7
21363,7
68839,3
3905,3
94422,3
104357,3
105890,3
83439,3
5140,3
10685,3
52953,3
92536,3
105717,3
85922,7
14684,7
3264,3
49031,3
52955,3
33049,3
130940,3
6859,3
6463,3
1199,3
91797,3
3920,1
89485,3
43623,6
3272,3
107589,3
54296,3
8256,3
85436,3
105713,3
51657,6
130663,3
65892,3
86623,7
129683,3
65891,4
108306,3
91958,3
88856,8
58138,7
145551,3
97588,3
116873,3
138414,3
3265,3
194,3
12516,3
118577,4
128919,4
15866,7
98623,4
150165,4
143988,4
113403,4
55548,5
36987,4
132960,4
152533,4
63755,8
74957,4
53380,4
71217,4
29954,4
72785,7
64357,4
142361,4
36301,4
141569,4
44259,4
132961,2
60491,4
110758,4
142085,4
108453,4
75372,4
146716,7
64519,4
15213,4
110259,2
123641,4
97979,4
11895,7
11829,4
82216,2
110766,4
110733,2
114271,4
32875,4
11786,4
119941,4
150286,2
14386,4
75394,4
129903,4
11837,4
124730,4
71691,4
145716,4
11892,4
18217,4
83555,5
119978,4
68530,4
109668,4
55122,4
110777,4
29940,4
29959,4
116388,6
36992,2
11865,4
61167,4
17494,4
145750,4
78992,5
129920,4
110264,2
6606,8
110765,4
119989,4
78835,4
145741,4
109659,4
55109,4
75403,2
52599,4
144163,4
680,5
144170,4
30248,4
106694,2
11862,4
70208,4
75416,4
71240,4
63731,4
105431,4
40526,4
141122,4
155065,2
113409,4
114047,2
11785,4
146722,4
13735,4
146149,5
141371,4
55116,4
154294,4
64628,4
110263,4
11834,4
124745,4
154307,4
53988,2
24430,4
97988,2
131422,2
99079,4
138212,4
32958,4
105685,5
78996,4
146723,7
132959,4
75381,4
11859,4
50387,4
42045,4
66813,2
72468,7
98576,5
130706,5
98583,4
66810,4
24460,7
123978,7
142092,4
137895,4
129807,2
80293,4
112442,4
140606,4
155066,4
154302,4
83706,4
130163,4
149952,4
114044,7
75658,7
123442,4
63897,4
108805,4
54753,4
142087,4
132957,4
14361,4
131416,4
20234,4
11796,4
99074,4
63801,2
70914,4
136469,4
68532,4
68600,4
94426,4
64992,8
75389,4
55579,4
5269,4
128925,8
103808,4
123440,8
71688,4
673,4
19439,4
149951,4
29718,2
89843,4
105449,2
71249,4
7491,4
11763,4
79000,4
15863,4
113032,4
110729,2
11204,4
149370,5
30050,4
66814,6
69831,4
55114,4
145726,2
64516,4
61169,4
11920,2
61532,4
147881,4
53375,4
99080,4
94451,4
83714,5
71695,4
56496,6
153333,4
112479,4
66816,4
144182,4
140618,4
26034,4
66807,4
75396,2
68599,4
22296,4
141158,4
136449,7
15148,2
78846,4
142671,2
66818,2
121317,4
141568,4
22021,5
17496,5
26035,4
54363,4
110728,4
74956,4
123605,4
142669,4
78842,4
66815,2
26014,4
63771,2
105824,4
94463,4
112461,8
42046,4
58208,7
96652,4
61172,4
67233,4
118576,3
63911,4
108808,4
108810,4
67793,4
154305,2
75748,5
146721,6
146147,7
72787,2
107025,4
26012,4
116386,2
68533,4
137900,3
17495,4
129905,4
123981,4
96665,4
11919,2
107021,4
15870,7
94464,4
63903,4
11976,7
70657,4
72132,4
40510,7
11819,4
6329,5
96166,5
113259,3
56689,2
80341,5
52001,5
129885,5
38829,1
142566,5
27978,3
4101,8
52120,3
31165,6
54478,2
24747,5
96738,5
53725,7
62192,7
60757,5
3778,5
25216,5
142537,7
59678,5
56686,4
113279,3
54470,2
134950,5
101111,5
24744,5
60754,5
98346,5
142535,4
25234,5
142568,5
129402,5
129396,5
14319,5
14317,5
27609,4
17634,5
110451,5
54578,5
64591,3
56694,2
129881,3
129403,7
80751,5
135221,5
107251,8
56690,5
18033,5
60536,5
17605,5
4100,5
53726,6
141590,5
4235,5
129816,8
14603,3
54433,5
107957,4
24371,3
27611,5
24746,5
96169,6
129876,2
27975,3
135220,5
51005,4
59710,5
18043,5
98339,5
73778,4
113271,7
38833,3
1686,3
38819,1
62193,5
4102,5
18034,5
113274,8
6393,5
38326,5
43590,3
4094,5
60533,5
73770,7
134936,4
25233,5
129884,5
43698,5
141591,4
17631,5
150080,2
62528,5
59658,5
99393,5
62594,5
59714,5
73760,2
142574,5
16744,5
107248,5
152254,5
3775,5
91183,1
99368,5
60755,5
54576,5
24742,5
43027,5
24739,5
125312,5
142538,7
6383,5
38821,6
59702,5
135226,5
53728,7
6354,5
80775,5
42014,2
1688,5
33426,5
64592,7
6387,5
24366,5
113701,5
132139,5
99371,5
11674,5
62191,5
709,5
10186,4
133835,5
142567,4
54568,2
52118,5
36999,5
134952,5
98299,5
60777,5
99356,5
52122,3
76077,5
12691,2
99369,5
80776,5
25028,5
43172,5
55232,4
98670,5
25227,5
55236,5
6331,5
107186,8
125313,5
20432,7
43765,5
99372,5
56692,4
6390,5
113263,5
113276,3
59677,5
107185,8
54464,2
53723,8
60537,5
38822,3
80687,5
27981,3
80774,5
60865,5
62189,4
18039,5
43026,5
59667,5
62596,2
38783,5
135222,5
92206,7
127357,5
113268,2
91177,5
56691,4
51006,4
56470,5
33072,5
38775,5
3896,3
59676,5
129927,5
110452,5
42236,5
107949,7
113278,8
53302,2
23156,7
107249,5
134933,5
4507,3
142579,4
43586,5
15880,1
33068,5
47870,6
8357,6
125240,6
68570,6
124517,8
51301,6
118957,7
143040,6
107854,7
8269,2
119753,6
126225,3
69001,6
64861,3
84152,8
136930,6
111167,6
13576,6
10376,6
86577,6
48334,7
6684,6
39878,6
67530,6
8363,6
82049,6
137549,6
92883,6
90798,6
54557,8
7552,8
124885,2
148301,2
80881,6
64893,6
85494,6
64771,7
83956,6
113563,8
133770,6
118495,8
13014,6
22151,1
24896,6
57327,2
39186,6
83898,1
10535,4
51344,6
148297,6
48311,6
148468,4
67752,8
8270,6
66480,6
117057,6
148305,6
84057,6
1734,6
47675,7
95193,2
137561,6
112585,4
116586,3
8372,3
56014,6
123334,6
12835,6
117848,4
129610,6
56010,1
70173,3
79976,6
425,6
108319,7
131385,7
119019,2
121433,6
74371,7
138262,6
117846,3
1674,6
34506,6
64252,3
55480,6
38884,6
74388,6
117850,5
34507,6
129235,5
123333,6
105818,6
33996,3
137500,6
68539,6
126522,6
118987,4
51157,2
48306,6
110627,3
104724,6
64251,5
1277,5
54019,7
47200,6
58052,6
118496,1
20296,6
121277,6
16943,3
868,7
70517,6
41054,8
119026,7
47707,8
112215,6
57352,8
110611,6
119023,7
86724,6
128991,6
137666,6
35220,1
126517,6
112665,6
42281,6
128835,6
24521,6
138930,8
34263,3
107856,7
46238,6
1249,6
121278,6
24994,6
42288,3
119086,6
108050,6
89617,6
44347,8
116523,6
139862,7
29745,4
49407,6
24975,6
11544,8
45429,6
121366,6
39872,6
119075,6
48856,6
78037,1
48326,6
110624,3
42286,6
119020,6
1736,7
58070,6
150035,3
79642,6
44779,8
39018,6
53687,6
124886,5
86219,2
146424,6
133320,6
111588,3
84140,3
104627,6
49819,6
43057,6
132019,6
55532,6
98229,1
38866,3
118042,6
121987,1
118706,2
111166,6
146988,7
148082,6
74198,6
112758,6
118261,6
67626,6
95753,5
116370,6
85402,6
121288,6
118222,3
124889,2
29739,7
29272,6
51479,6
119022,6
132433,6
29747,7
40687,5
28126,6
7376,3
104434,3
82249,6
147087,7
24876,6
124409,6
97794,6
118041,6
122135,4
128987,2
104614,6
122004,6
51202,7
123341,2
116368,5
118483,6
124411,6
29690,7
36799,2
104722,3
106522,6
9721,6
77525,6
46067,8
112213,6
76425,6
129618,6
92888,6
114976,6
47874,6
26612,1
120162,7
154672,1
30698,6
28577,3
31823,5
153865,2
27454,3
51117,6
136928,6
54554,7
1259,7
127541,6
75317,3
54236,7
144942,7
32760,2
122799,7
62450,7
122473,7
111385,8
132782,6
144936,7
16339,6
127205,3
131442,7
111374,7
125722,7
142550,7
68355,7
131768,6
122474,3
122807,7
57435,8
41820,8
94630,6
127910,8
62449,3
3538,3
148289,7
55295,2
91162,7
46930,7
19413,8
26765,1
127287,3
20704,7
131767,7
120183,3
125371,6
131452,7
138040,8
64007,2
132787,7
141179,7
94632,5
55285,4
64832,8
51276,2
54040,7
85957,3
126426,8
64008,7
51278,6
26744,7
126359,6
29265,7
27164,5
122798,8
122800,7
21695,2
29187,3
127290,2
127268,7
109974,7
66646,5
19074,3
91468,7
56247,2
55294,5
138063,7
72514,2
144934,4
19417,6
27431,3
111402,8
70873,7
49039,6
104068,8
41819,2
85953,7
27435,7
128477,5
16155,8
37324,6
26176,7
135338,4
67358,6
35545,7
148515,7
125723,7
21676,8
67363,7
52042,7
138068,7
64364,7
104779,3
113018,4
51268,3
46854,7
143091,8
108425,7
7529,2
10,8
29180,3
95475,2
19441,7
57437,3
61670,8
71709,8
61738,6
120200,4
148587,4
125372,7
129372,7
85309,7
18589,8
3537,3
54033,6
42911,7
62165,5
125721,8
153425,3
26179,7
127203,7
96946,7
91160,7
44056,6
75314,6
45125,7
94638,8
38961,6
120185,7
54032,6
12518,4
3535,1
62164,7
113934,8
66648,5
127302,8
124481,8
127189,3
10805,7
58167,7
93942,4
111401,2
121740,7
127206,8
22097,6
85426,8
48446,6
94423,7
51267,7
54034,7
127294,8
126425,8
25104,8
111394,6
21405,6
13218,7
108460,7
61679,8
113025,7
44809,7
36963,2
46840,7
32333,7
54667,3
5178,8
138071,7
64841,8
28484,7
150017,2
144935,4
120095,5
87193,3
28477,8
138066,7
83511,3
85427,3
131451,7
127623,6
46856,8
21231,4
35550,7
76128,2
64834,8
59443,8
11261,5
120191,5
153452,7
121591,8
28483,4
145707,7
16163,7
11198,6
131770,4
111388,7
75194,7
51263,2
111395,2
85428,7
127280,3
12654,8
59446,8
42914,2
18145,2
68356,3
124482,7
67010,8
129055,2
83509,3
61734,1
127908,8
19412,7
90824,5
12532,7
139043,2
145708,5
122499,7
26740,7
19761,7
109960,6
58170,6
122498,2
22474,3
32339,7
148610,7
47894,7
127299,8
121736,3
111368,2
51260,5
129373,7
48445,6
113023,2
122578,1
122808,7
85424,7
145653,7
47897,7
113022,2
65755,8
10809,8
145705,4
36965,5
18146,4
144941,7
62749,7
12390,4
120194,8
67331,3
131772,7
28608,7
121589,8
22473,5
55287,2
52036,7
129393,3
3533,7
127296,7
46936,3
46324,6
46928,3
52043,7
117473,7
29047,7
22480,7
36959,7
35544,2
48450,6
132779,7
42901,4
29184,3
58117,8
113027,4
113026,6
131454,8
90577,7
85599,5
134389,2
64788,3
59453,8
122806,4
30487,7
127289,3
12537,7
44805,3
39536,6
62162,7
19421,1
69747,2
70425,7
125375,8
132781,3
127277,3
62753,2
125377,4
96769,7
113304,2
91459,7
134033,7
145987,8
56555,8
70437,8
86419,8
7198,8
54735,8
93599,8
144611,3
36518,8
3516,8
7452,8
4024,8
93015,8
45550,8
54732,8
9492,2
18787,6
133812,4
143221,5
58404,8
98245,8
67513,8
141414,7
60729,8
109482,8
112735,8
128993,8
137588,8
70687,5
99253,8
83968,2
55921,8
123829,8
108298,7
42950,8
129268,8
26640,6
13451,8
129968,8
17131,8
56548,8
94419,8
16848,8
113165,8
54730,8
108503,8
133631,8
66394,5
129731,5
696,6
117783,8
132862,8
98805,7
147775,8
14736,8
124878,8
87622,8
92867,8
117868,8
42532,5
71714,8
41013,8
91075,8
83625,8
70438,8
57637,8
50613,3
125478,8
8489,8
116298,4
120540,8
47948,8
3727,8
129045,8
16692,8
67558,1
65172,8
45366,8
51602,8
126915,8
64768,6
105136,8
35160,8
57961,4
79575,8
106571,6
34348,3
130012,8
137719,8
63040,8
101086,8
133731,8
74776,5
35784,1
3957,8
119249,8
25902,7
110944,8
51146,3
10165,8
127338,4
40416,7
104689,8
136094,8
132914,3
95526,6
138291,8
60688,8
22113,8
125445,8
64031,8
59975,8
26682,7
137578,8
28024,6
133625,8
105141,8
137733,8
75206,7
108988,8
4752,8
63303,8
85816,8
132171,8
153365,6
3946,8
93867,8
106948,5
57554,3
18611,8
55399,8
150482,7
70201,8
62204,6
4799,8
132196,6
50829,8
60421,8
117862,8
15497,8
142511,7
87361,8
68713,8
1117,8
132162,8
93861,8
148623,8
133833,3
126983,3
26638,8
122465,7
83629,7
10160,8
125494,8
11030,6
141228,8
116833,2
42434,8
42529,5
132168,8
65628,5
122681,3
6525,8
17734,8
12608,8
73177,8
126993,1
48230,8
3983,8
9994,8
113295,8
32231,8
82523,8
69928,8
40132,6
118329,8
122613,8
4105,8
131172,8
58222,8
151964,8
142298,8
7192,7
96298,6
131126,8
96767,8
73990,7
64551,8
128271,6
91418,8
148246,5
1534,7
53742,8
16288,8
47782,3
21187,7
51774,7
13879,8
69949,8
63384,8
116195,3
118055,8
69737,8
64030,5
108295,7
64026,8
107652,8
64919,8
86442,8
4029,8
6274,8
111807,8
139768,8
131833,8
63188,8
56882,8
69178,8
87698,8
96287,3
20280,4
109083,2
82695,7
75910,8
56664,6
64669,3
145766,8
66538,8
131535,8
123719,8
90649,8
50856,6
111977,8
123426,8
138203,8
139120,8
149068,8
138120,8
41803,8
1029,8
109485,8
67455,8
136113,8
30071,8
10190,8
33185,8
116826,6
85792,8
107076,8
151972,8
99151,8
132799,8
142555,8
116720,8
71256,8
32448,8
59373,8
119922,8
1270,8
63483,6
35162,8
16289,8
60993,6
65979,8
35528,4
55916,8
132190,6
51383,8
111672,8
129089,8
42866,8
4409,6
91069,8
62658,8
59240,8
75275,7
144609,3
79852,7
118226,6
4033,8
116866,8
57892,8
142396,3
84785,8
64663,8
124468,8
17130,8
111306,8
142948,8
116299,6
145764,8
70198,8
30928,7
129346,8
44284,8
151055,2
25370,8
70240,8
151533,2
37160,6
127081,2
56528,2
132130,7
86162,2
125152,4
91752,2
40794,2
14677,5
143054,2
95214,1
42748,7
137435,2
37929,4
127077,2
116882,2
112376,2
91082,2
147299,3
44096,7
130536,2
61750,4
45505,5
17657,7
13366,2
98916,4
143046,4
147304,7
152458,7
98940,2
108218,2
66977,7
115617,7
70283,2
54135,6
93723,2
24792,6
115391,2
68891,2
40795,2
61753,2
40635,4
55150,6
152464,2
10111,4
57409,4
85828,2
66390,2
6663,2
31569,2
6660,7
100526,2
99483,7
13598,2
74559,2
63967,2
14341,6
116030,2
84172,2
27408,2
31456,2
72072,8
73124,4
116022,2
34642,7
97395,2
105669,7
126890,2
104273,6
64448,7
147180,2
82860,3
114281,2
14077,6
23766,7
71504,2
6752,6
99654,2
54882,6
67004,2
126200,3
48297,2
14481,6
141230,2
10108,7
91218,2
38678,6
66330,2
106605,4
26482,2
15989,4
12375,5
44750,2
71702,2
128438,6
125563,5
35397,2
37014,1
104264,2
97688,5
77556,6
142460,7
137396,2
82061,2
35987,2
139954,1
40797,2
98908,2
40781,4
145916,2
105550,2
147013,2
133020,2
99311,4
14071,2
118199,6
42725,7
12195,2
75741,2
42377,2
108941,2
125159,8
14088,2
118667,2
664,7
80432,4
66381,7
62648,2
97958,7
71096,7
110687,7
51952,2
136336,2
104271,7
99657,2
104413,4
400,6
130542,6
3568,5
35568,2
21886,6
117211,7
116024,7
32915,5
45620,4
117282,2
32508,2
25382,6
14776,2
137461,2
56522,1
97397,6
124755,2
54558,1
36053,5
23892,6
23535,4
125552,5
91887,6
132440,2
82702,2
40823,2
26932,2
120334,2
23857,2
132127,6
74154,2
26636,2
139144,2
29672,6
48535,2
26851,6
77859,6
24795,2
131808,5
54129,8
106635,2
14818,2
111918,2
40811,2
55757,2
85072,4
53443,4
131815,2
21847,6
21962,2
69197,2
15962,2
111414,2
55160,6
28471,4
105820,6
122832,2
22372,1
85835,2
80562,2
110690,5
21893,4
112381,7
62042,2
146872,2
24809,7
24060,6
21345,2
42754,6
125299,2
22558,4
106773,2
114058,2
95177,2
144729,2
71109,2
92463,2
23878,2
145814,2
40633,3
55761,5
118624,5
72592,2
151262,5
11988,2
131487,2
62638,7
114658,2
28468,4
102208,2
22432,2
116238,2
23506,2
72686,7
73561,7
29626,2
113451,2
129700,2
26907,2
25007,2
82169,6
42721,2
91566,2
71105,4
71101,2
105766,2
107616,7
81868,8
154363,2
147809,3
146946,2
59941,4
14110,6
129736,2
27667,4
64454,7
76385,2
99011,2
99006,2
55808,2
115924,3
68852,3
134084,3
10389,7
122355,3
107570,3
619,6
103595,3
6779,3
64555,6
35443,3
6461,3
72050,3
106937,3
81943,3
108307,3
26465,8
54700,3
134979,3
6466,3
5158,3
109906,3
125187,3
88848,3
47859,3
12481,5
65893,4
15444,3
715,6
130758,6
12490,3
123094,3
85691,1
49843,3
534,3
106458,8
540,6
22298,6
122362,3
89484,5
85438,1
12483,5
69761,3
117632,8
130667,3
107575,3
12486,3
85437,3
21410,5
127062,3
123897,3
12046,7
68860,3
76441,3
107595,3
97589,3
107090,3
122354,3
34147,3
79994,3
74430,7
79985,3
74421,3
10440,1
113358,3
115934,3
10382,6
110925,3
42659,3
67763,3
152532,3
142129,3
31356,1
69767,3
113947,3
23014,7
6787,5
84157,3
83437,3
36325,3
134967,8
140790,6
57175,8
85972,3
138409,7
10384,8
18159,3
193,3
142372,3
72058,3
132453,3
110440,3
145553,3
73571,3
127918,3
36322,3
109896,3
142133,1
54063,3
111188,3
97590,3
10482,6
10383,3
127063,3
40236,6
92537,3
73573,3
10387,1
141,3
126782,3
40235,8
96729,3
115923,5
40231,3
110384,3
71722,3
89336,2
893,3
73572,3
12985,5
132045,3
116458,3
85966,5
1926,3
72562,5
3912,3
52945,3
122358,3
85963,3
73585,1
119719,7
116707,5
113946,3
18350,3
110928,3
29469,5
93716,3
138411,3
119820,6
12986,3
85488,3
110437,3
105716,3
123099,3
126489,3
142531,6
88872,8
620,3
135005,3
10447,6
17422,3
135037,3
142519,3
126747,3
125182,3
104008,3
144550,5
104356,3
56520,3
50320,3
148532,3
1193,3
84009,3
107592,6
104346,3
12059,3
13814,3
144474,3
5879,3
29480,3
49602,3
126455,1
117631,8
146964,3
15364,3
85490,3
12052,3
57643,3
13929,3
68856,3
718,6
75866,3
10681,3
10451,3
15439,3
52950,3
132451,3
133798,3
91102,3
73171,3
68841,5
8260,3
84155,3
81939,3
133788,3
123096,3
145005,3
107572,3
132040,6
45523,7
63250,8
107596,3
714,2
89441,3
148602,3
11508,3
81089,7
118740,7
140788,6
51331,7
134081,3
75883,3
127919,3
108301,3
6785,5
5379,3
91935,3
40242,3
5936,3
107574,3
93074,3
43621,1
3266,3
73170,3
97216,3
6856,3
10678,3
88869,3
53588,7
116456,3
76438,3
113344,3
79589,7
4445,3
68842,6
75306,3
4066,3
155306,3
43842,1
7123,3
18346,3
63255,3
81033,8
113167,7
106341,3
11505,5
116446,3
65685,3
91938,3
58139,3
88871,2
148192,3
68840,3
126748,3
110439,3
85484,3
14661,7
132455,3
69764,7
12352,7
142132,3
82897,4
74942,5
57642,3
97215,3
148214,3
130347,5
69763,3
10385,6
54062,3
38361,6
144475,1
211,3
145550,3
73580,6
49605,5
10381,3
137988,3
5169,3
108015,3
12045,3
123898,3
127723,4
12515,3
87967,3
140875,3
88876,8
136137,6
135040,5
88860,3
107588,3
67014,3
54064,3
17003,6
107593,6
4017,1
1894,3
148216,3
126746,3
73581,3
42464,3
10568,7
51333,3
19707,2
133797,3
52954,3
126749,3
52508,3
40230,3
54297,3
57162,7
69765,8
96725,3
5376,3
148233,3
84012,3
32697,7
10438,1
144472,1
118739,3
79991,7
79995,3
126979,1
109477,3
52500,3
10682,3
109897,3
85967,3
134981,6
142131,5
116874,3
10575,3
29971,3
68855,3
12067,3
16025,3
105914,3
30051,5
130707,5
55575,4
75388,4
78850,4
24425,4
14543,4
98614,4
40542,4
103799,4
134509,4
124743,4
78837,4
100930,4
70658,4
112468,4
149120,4
63875,4
114043,6
147882,4
50264,7
141565,2
107831,4
114049,4
130650,4
113033,4
70913,4
145720,4
121313,2
86416,4
75386,4
75384,5
64515,4
22024,4
130165,2
98616,7
105825,4
91309,4
11881,4
107028,6
67781,4
89178,2
129919,4
56493,4
9852,6
140626,2
131425,7
75076,4
77571,4
83783,4
91311,4
72782,2
44250,4
95912,4
110086,4
15493,4
129915,4
53378,8
108499,4
147022,4
15204,4
11885,4
128441,4
90989,4
82218,2
146717,6
54376,4
33552,4
113036,4
43867,2
107809,6
63772,4
75928,2
100922,4
22088,4
145721,4
16162,6
40511,4
149622,4
140622,4
43857,4
144174,4
30045,7
30034,2
90153,4
68535,2
114269,2
12369,4
61452,4
64629,4
113037,4
55554,4
11772,7
146689,4
110075,4
61175,4
6609,4
18226,4
107850,4
123647,4
145724,4
40522,2
11897,4
43899,4
12174,8
6610,4
58213,4
146681,2
141168,2
67791,4
99085,4
30058,2
60486,2
123439,8
119976,4
108497,4
14542,4
43916,7
110764,4
7489,5
67790,5
142088,4
10954,7
154300,4
11891,8
36990,4
7485,4
674,2
74951,4
114050,5
70655,2
6448,5
12531,4
26015,4
10942,6
130453,4
123608,4
99500,4
149625,6
98578,4
9851,2
103804,4
57066,4
11824,4
695,4
144181,7
137898,4
75746,4
128666,4
110778,2
100917,4
679,7
69823,4
43848,7
118578,4
150288,4
29961,4
98626,4
13566,7
75936,7
75385,4
110779,2
79610,4
108494,4
152536,4
11916,2
15209,4
6607,4
17499,4
29720,7
71247,4
149119,4
64523,2
15494,3
64521,4
71156,4
70654,4
12394,1
36305,4
110076,4
145723,2
137901,4
118574,4
149687,4
89846,4
10952,5
11764,4
110718,4
130456,4
75932,2
36994,4
10943,4
100924,4
11828,4
77565,4
110078,4
54362,4
147886,4
142672,2
108812,4
134510,4
141162,4
78849,4
112482,2
11840,5
108488,4
55577,4
80287,4
149122,4
114273,4
20469,4
71693,2
145746,4
150284,4
146682,2
11794,2
4686,8
68595,2
98549,4
98624,7
110262,4
22091,7
137892,4
50388,4
73551,4
71692,4
6439,4
